Age,Gender,Driving_Experience,Vehicle_Type,Previous_Accidents,Region,Annual_Mileage,Premium,Accident
21,0,3,3,0,0,19075.079582436603,617.0262774871118,1
79,1,59,1,0,0,14075.096304038301,595.6357303517618,1
18,1,0,2,0,1,5369.934665796942,537.0828874583584,1
66,1,50,0,0,0,10323.585062857324,445.70832368977983,0
57,0,40,1,0,0,18401.214660810616,578.7567448490261,1
49,0,30,2,0,1,16673.568552085395,409.08384389360276,1
51,1,31,1,0,1,23312.17469166821,618.2015569708867,1
45,0,28,0,1,0,15633.015912224515,652.1722899508566,1
48,1,29,2,0,1,10535.978619104895,442.3881585608663,1
25,1,5,2,0,0,14870.876954974618,758.8329310332874,1
56,0,36,2,1,0,19989.13803796138,400.26654237583045,1
43,1,27,2,0,1,6214.522820152044,481.0971908888454,1
75,0,58,3,0,1,16728.239686100405,478.6356760361901,1
51,0,31,0,0,1,8697.531116403637,489.61859028426,0
71,1,51,0,0,1,15813.566273958988,642.4829787171475,1
71,0,52,0,0,0,18632.219665895987,543.773017401477,1
20,1,4,0,0,1,17759.368525931237,416.8594069004889,1
76,0,58,1,0,1,21701.942618569235,510.90356576219546,0
67,0,51,1,0,0,16253.65331573276,566.3212810060282,0
29,0,11,1,0,0,17567.91038519483,552.0823185985989,0
18,1,1,0,0,0,17742.769812963314,622.2182116505153,1
71,0,54,3,0,1,10151.376989957578,508.93893139714663,0
61,1,41,0,0,0,14362.606313981783,579.9596376972056,1
22,0,5,0,0,1,5000.0,485.7653322392714,1
47,0,27,2,0,1,16884.40409185476,435.3239298546933,1
47,1,31,2,0,1,5000.0,385.8632079466853,1
76,1,59,1,0,1,19245.479305536828,656.6486152452326,1
74,1,58,0,0,0,23266.557845694682,349.1157408940478,1
34,1,18,1,0,0,17493.633881408932,525.4045931355206,1
65,1,48,0,0,0,18265.381301685637,540.9643688488542,0
80,0,64,0,0,0,21024.35996099192,401.93120614472076,1
64,0,47,1,0,0,12825.838322913532,590.0950537178111,1
40,1,23,0,0,1,8637.528891732982,364.95210442144,0
32,0,15,0,0,1,14570.06319923071,442.0315316815689,1
54,0,36,1,0,1,11185.37573891775,596.4690420806184,1
38,0,22,3,0,1,15383.81012674091,369.9238471241341,0
31,1,12,3,0,0,16273.690315087508,581.6979918572048,1
19,0,2,1,0,1,12608.909988898455,611.5783285861125,1
28,0,12,0,0,1,11431.405173129768,607.3123779106872,0
68,0,48,0,0,1,5000.0,537.4376351996142,1
56,1,39,0,0,1,14155.920812088903,416.14527156214956,0
55,0,38,1,1,1,12815.76478071541,400.9768268624282,1
77,0,58,1,0,1,13170.308347258664,449.66264308488735,0
51,1,33,1,0,0,18658.177557789746,200.0,1
55,1,37,1,1,0,24826.376962075163,502.32140599170634,0
67,0,50,0,0,1,13215.60305454392,488.4877139977034,1
51,0,35,1,0,1,16930.26644587145,507.5885507721492,0
35,1,15,0,0,1,16270.195332312138,475.9786114972243,1
47,1,27,1,0,1,20673.24932215302,517.6693683426499,0
32,1,16,1,0,1,10441.110129126915,507.92682772432886,1
44,1,27,1,0,0,10293.541647313585,353.9916503208022,1
68,1,48,1,0,0,10876.1077031557,527.9954498434046,0
80,1,62,1,0,1,5000.0,497.89112261139036,1
51,1,35,0,0,0,14769.975377041257,327.4185277915171,1
69,0,50,0,0,1,9736.756550052967,589.4825626460215,0
74,1,57,1,1,1,16255.888461523818,470.170631181517,0
55,1,39,0,1,0,5000.0,563.5630398331164,1
50,0,30,1,0,0,14714.954332620995,495.57105643728363,1
41,1,24,2,0,0,13719.147256855438,321.97965787254526,1
32,1,14,3,0,0,12275.186874618772,525.0518739758396,0
77,0,60,3,0,1,19991.02490693121,549.6407433523685,0
47,1,30,0,0,0,10976.955903793387,617.0544786583347,1
72,0,54,3,0,0,16518.658108336633,591.8942701008488,1
59,0,41,1,0,0,11840.84655052027,619.8316789537554,1
68,0,51,1,4,1,23295.20511551125,573.6346053614005,1
34,0,16,0,1,1,14315.20192646821,450.8354523057849,0
22,1,6,2,0,1,18379.039878380878,453.1971988231514,0
46,0,28,0,0,0,18048.45757071823,598.8937881289266,0
21,0,3,2,1,0,20728.143880857617,461.1602528293636,0
27,1,10,0,0,0,15730.416295579742,552.9835950266726,1
73,0,57,1,0,1,8412.695529064977,670.9340138424591,0
34,0,15,1,0,0,17214.908647534256,438.2080101268206,1
27,0,8,0,1,0,16385.693223828133,572.8301410479954,1
34,0,14,0,0,1,5000.0,419.6963850114661,1
77,1,59,1,0,0,6640.381133022016,558.6402810271819,1
37,0,19,0,0,0,18529.70674875956,661.3693057114718,1
41,1,25,1,0,0,22101.972473973394,633.8762658770403,1
22,1,3,1,0,0,14586.501234368692,461.48983763193365,0
51,0,31,2,1,1,19046.15976793783,657.3733068333031,0
23,0,7,1,0,1,15545.799701219692,477.5244918115159,1
70,0,52,0,1,1,15182.037033201348,728.8475007571337,1
19,0,0,0,0,0,14284.106150519237,503.24211285965293,1
30,1,10,0,0,0,15403.612426020225,566.2830091692632,1
79,1,62,3,0,1,16942.02833698409,563.2436789688718,1
60,1,41,2,0,0,12991.423083751582,390.60802075167754,1
60,0,40,0,1,1,21233.499125080496,637.6266209170593,1
65,1,49,0,0,1,9998.973874575164,521.9544009624873,1
28,0,11,2,0,0,23505.723825963327,444.41009020060613,1
68,0,48,2,0,1,13922.54236625896,424.8706379312065,1
64,0,44,2,0,1,14739.827846874776,439.7306739468424,1
74,0,56,2,0,1,11861.66429335465,492.3047985288493,1
40,0,21,1,0,1,17047.111057722406,393.2795820133817,1
72,1,54,0,1,1,13116.702140954138,418.3615128259738,1
33,1,16,1,0,1,12622.873851420047,327.1843659677678,1
48,0,28,1,0,0,18064.855609847706,419.0712184126585,1
28,1,10,1,0,1,20805.888505298204,636.4376094197222,1
71,0,52,1,0,1,9789.47212122569,620.126604321065,1
33,0,16,0,0,0,19127.891232967857,527.0060359890899,1
25,0,9,0,0,0,21239.458352106692,710.6314331990396,1
21,1,3,1,0,1,6175.035169267054,621.48392129378,1
57,0,40,0,0,0,10769.630150905969,543.470549931403,1
21,0,5,1,0,0,21119.15777333951,554.3504280757644,1
73,1,55,2,0,1,16865.778002825322,508.8792037425223,0
42,1,25,2,0,0,23546.453353422236,374.06425081310476,1
20,1,3,1,0,1,14113.45222564183,473.34927911120354,1
49,0,31,1,0,1,12369.842696055737,240.54056164049837,1
20,0,3,0,0,1,21806.814093523077,390.56214854151983,1
44,1,24,1,0,1,10821.931246353208,638.7988168366057,1
46,0,28,1,1,0,13779.681743110923,507.74223619417154,1
49,1,32,1,0,1,17797.417396514982,393.38861232674446,1
67,1,51,2,0,0,18292.318590044575,552.7032873419718,0
78,0,62,1,0,0,11011.737099763683,560.436531586947,0
75,0,55,0,0,1,16303.421182437734,654.2064858231688,0
68,1,50,0,0,1,13545.482705481862,677.8280831645304,0
36,1,19,1,0,0,6586.365775499366,578.1223530472001,1
38,1,21,1,0,1,12694.600128218051,348.5369979308165,0
22,1,6,2,1,1,6828.558100025006,728.0360653492152,1
35,0,15,1,0,1,11702.705283925265,635.3384989571864,1
45,1,29,1,0,0,8992.009440841844,584.9197944504889,0
59,1,43,1,0,0,18869.12451677326,498.3327329817278,1
78,1,58,1,1,0,16501.819714077945,345.0158169092273,0
39,0,21,1,0,0,22693.109370131016,443.99715256427413,1
38,0,21,1,0,1,10391.174530995346,494.9087637256459,1
23,1,5,1,0,1,15616.378583581129,459.90972620237716,0
18,0,0,0,0,0,9485.132974371394,609.3456093078431,0
22,0,3,2,0,0,11842.089890711937,492.3478793432312,1
58,0,39,0,0,0,13002.666552828377,422.3334104871628,0
29,1,9,0,0,0,24868.23726509,550.0725580678323,1
43,1,27,0,0,0,16819.450762552788,417.07765802940685,1
63,0,45,0,0,1,14361.186060486665,336.82670034410364,0
51,1,34,1,0,0,20395.048376812592,550.9434889831894,1
66,1,47,0,0,0,18364.97608699749,492.75024501823646,1
31,0,13,0,0,1,14719.585067872362,515.6818831040663,1
43,0,24,1,0,1,18375.969896532275,637.6235540729664,1
62,1,43,1,0,1,13471.207073010273,525.0983997347121,1
44,0,27,0,0,0,29928.19905517657,556.9193923525706,1
26,1,6,1,0,1,21100.06411832198,501.7158108265024,1
43,1,27,2,0,0,12967.036603156179,580.9977671965479,1
74,0,54,3,0,0,18796.212421205593,286.77039641520406,1
64,1,46,1,0,1,17744.45241057835,422.5649012940692,1
74,1,54,0,0,0,16415.548183712668,461.38372650922173,1
39,0,21,2,1,0,17573.926851081396,452.05656240252426,1
64,0,46,1,0,1,10937.821620653529,420.8386972008259,1
73,0,57,0,0,1,12824.71115163543,491.8014071145178,1
47,1,30,2,0,1,23293.457320129448,486.43205645915873,1
60,0,44,1,0,1,16020.094493969384,491.750710205268,0
80,0,60,3,0,1,11498.747477375397,520.0458501994775,1
65,0,47,2,0,1,14299.092056030144,549.7790669675072,1
78,0,59,1,1,1,12329.107402328527,422.40425157760205,1
34,1,15,2,0,1,19488.631559045596,447.7656036606812,0
43,1,25,1,0,1,12195.806313747806,592.2729069872712,0
53,0,37,1,0,1,15220.672244324373,405.80555049680333,0
18,1,1,2,0,0,11687.406589353232,419.2058264912147,0
25,0,9,1,0,0,26039.539839930643,422.7034503089109,1
66,0,48,2,0,0,18146.09482778382,480.0116939828644,0
52,1,34,2,0,1,17947.971646193953,599.8136036220549,1
78,1,61,3,0,0,18489.136952011802,552.3898771056339,1
69,0,49,2,0,0,13026.899031663826,412.7068982356735,1
32,0,12,1,0,0,22606.340519368776,681.3233207191661,1
64,1,47,0,1,0,14661.593996860305,430.43521485265273,0
80,0,60,2,0,0,23864.027329601333,337.87770178599044,1
73,1,54,0,1,1,13375.977859766866,682.4189417116552,1
39,0,19,0,0,1,18577.40192045409,416.3148049988995,0
31,0,11,0,0,1,15834.111464336778,488.9096708918589,1
43,1,23,2,0,0,16338.225891267504,486.6015359161066,0
45,1,26,2,0,0,6649.911930569337,558.1754137166803,0
40,1,20,1,0,1,10084.000115494795,316.3024786869679,1
31,1,12,1,1,1,22549.775978315865,469.9312935802524,1
41,1,24,1,0,1,8555.904791090803,463.32295651580085,1
19,1,3,1,0,0,19460.15234161563,641.3711790774971,0
62,1,45,1,0,1,27999.89604622076,445.64409786551016,1
43,0,27,0,0,1,17765.053565753355,467.92608758136606,1
31,0,14,0,0,1,25633.739310556288,576.0159530174601,1
76,0,60,1,0,1,18460.563597616736,551.1400063586968,1
73,1,57,1,0,1,16314.286509996771,427.5956795744164,1
68,1,50,1,1,0,16873.225834570225,542.8406092598216,0
24,1,8,3,0,0,14113.111200852965,426.26214492079475,1
20,0,4,0,0,1,13959.456329756722,580.3233056234765,0
64,1,46,0,0,0,12374.195907665686,483.97765289445795,1
40,1,20,1,0,1,17115.987539292546,374.3350834206058,1
63,0,43,0,0,1,26001.925809533313,285.66793622200385,1
60,1,42,0,0,0,22122.36314382749,462.39817618705274,1
64,0,45,0,0,0,16024.375782293528,421.6303104549015,1
77,0,61,1,0,0,18071.04847078546,476.0379518495323,0
62,1,46,0,0,0,14573.031696935062,495.07542272611806,1
35,1,17,2,0,1,22107.301913633906,308.62531151303347,1
75,1,57,1,0,0,6838.51039328166,427.01270212425317,1
55,0,36,0,0,1,24652.96538846931,487.06321999329253,1
52,0,32,2,1,1,12273.759054072347,510.0046678866967,1
68,0,51,0,0,1,13079.753791361401,579.8228269654365,1
32,1,12,2,0,1,8886.389813166254,597.0545207086745,1
42,1,26,3,1,1,15773.756528842045,476.1348068379692,1
72,1,54,0,0,0,11595.687045225353,485.2123934055905,1
54,1,35,3,0,1,20817.4303975305,451.93216763419684,0
45,0,25,2,0,0,18375.657691589055,565.5752706653587,1
27,0,8,3,0,1,11531.73828437536,461.5487928454402,1
56,0,36,1,0,0,10615.238644707872,403.3178722565487,1
74,0,58,0,0,0,11790.13522211105,333.7496386300745,0
34,1,17,2,0,1,10271.746743633314,405.249410800861,1
56,1,37,0,0,1,13602.255164252767,473.41300471132814,1
39,1,20,0,0,0,10796.404620127456,597.9557615803107,0
43,0,26,0,0,1,20841.35459725328,504.5513362847901,0
79,0,60,0,0,1,12508.25858366392,511.44837102634165,0
61,1,42,1,0,0,17878.508624724178,500.3373547830662,1
42,1,22,2,0,0,17919.5918294978,627.9816968807752,0
34,0,14,3,0,1,5734.436511064307,550.7863307211945,1
30,1,13,0,0,1,18567.24075457365,498.5288040102801,1
37,0,21,3,0,1,6465.6004534994445,440.13338193221705,1
42,0,23,3,0,1,10830.796648082876,373.95064173287153,0
21,0,5,0,0,0,18336.831044326565,665.2453146430128,0
27,1,10,0,0,0,15624.184038536674,580.361804628516,1
20,1,3,2,0,1,13297.791109454276,480.660186105442,1
58,0,38,1,0,0,6085.110711164747,679.3957180716219,0
62,1,43,2,0,0,19823.19310267475,499.23727210825405,1
35,0,17,2,0,0,17170.495942800088,418.3253354260014,1
64,0,47,1,0,0,10717.690965421578,622.1661583278883,1
53,0,34,0,0,0,10192.298281864398,371.90092449202007,1
64,0,48,1,0,0,20134.41443070892,459.9102637431932,0
39,1,19,0,0,0,16502.021291913643,379.9343278727652,1
51,0,35,1,0,1,8198.503767399881,420.06500538631576,0
64,0,47,2,0,1,11348.010867945242,519.9830095880847,0
25,1,8,1,0,0,24786.456286828117,533.7190704991173,1
57,0,41,3,0,0,20011.188819664145,389.78076861425745,1
66,0,49,1,0,0,15002.856376125683,680.9160162066269,0
61,1,42,2,0,0,15111.854592198028,291.08625781743604,0
36,1,19,1,0,0,5000.0,512.957087932883,1
59,1,39,3,0,1,21533.122235098792,515.5151725982101,0
58,0,39,2,0,0,12742.906281071777,526.348251062696,1
54,1,36,0,0,1,10956.659265072409,587.9329026548271,1
23,1,6,3,0,1,18749.86423335233,200.0,0
69,0,52,1,0,0,11850.231791530183,422.5949569976194,1
43,0,23,0,0,0,5885.170366701881,515.1267865103043,0
51,0,31,1,0,0,17049.047227022107,670.3076786626447,1
76,0,60,2,0,1,7422.68867217265,441.81797511629804,0
73,0,57,1,0,1,14706.025802223703,480.7596861424325,1
76,1,60,0,0,1,16588.044358730815,572.5458298093909,1
62,1,42,2,0,0,13610.799176886621,379.04357819050716,1
23,1,7,2,1,0,13633.16402612034,502.24455735884055,1
54,0,38,1,0,0,22754.61827903578,489.48652124843295,0
74,0,56,0,0,0,22826.49316784871,439.0777002631171,1
50,0,34,0,0,0,10412.29775131763,550.3040740579513,1
70,1,53,2,0,0,12026.21708135959,715.6915263842884,0
39,1,19,2,0,1,12300.662848539076,517.3711774340546,1
38,0,19,0,0,1,14842.8048710104,276.50948349875944,1
23,1,5,0,0,0,14590.086811404717,412.88832147712276,0
23,0,3,0,1,0,23585.41328071583,647.9309436088475,1
72,1,52,2,0,1,14072.339696076515,476.0459005325772,1
65,1,48,0,0,1,9848.672674932617,382.7078379754238,1
21,1,5,0,0,1,12059.921564654564,575.4548724781978,1
47,0,30,0,0,0,16866.901174611543,436.1332647475353,1
28,1,12,1,0,1,13714.376951033808,503.5056863550782,1
79,1,63,1,0,1,16568.023655912228,386.82978828575546,1
79,0,59,0,0,1,13779.125163770688,458.19401364965074,0
47,1,31,3,2,1,18623.989227040518,496.98471377188366,1
48,0,30,0,0,1,14558.672928994609,489.9209572096418,1
41,0,23,0,1,0,8917.983721968463,537.4647992552347,0
72,0,54,3,0,0,13265.729054703044,520.120703895855,1
26,0,6,1,0,1,26057.029321755257,398.15305978379564,1
72,0,55,1,0,0,21181.123738953564,668.5816986376984,0
20,1,1,0,0,0,9191.66029228808,484.3229744440507,1
68,0,52,2,0,1,23891.962948304823,364.94617310761527,0
48,0,29,1,0,0,15685.513085595943,277.76840867517035,0
57,0,40,2,1,0,12558.081787745994,507.5182330985252,1
54,0,37,0,0,1,13592.090962115335,407.373432873672,0
53,1,33,1,0,1,15284.111844818553,557.2805127027169,0
41,0,23,2,1,0,20420.321235035542,504.8359579465229,1
48,1,30,3,0,0,15950.143970385336,893.8502977082583,1
23,0,6,0,1,0,16667.012417618953,373.9137072316903,0
19,1,0,2,0,1,21056.65015118968,605.7686736851555,1
37,0,17,0,1,0,13004.549507287666,391.04016469221096,1
45,0,29,1,0,0,16512.157735998167,583.0956816651253,0
28,1,10,0,0,1,17194.379992817714,642.3121430917063,1
21,0,4,1,0,0,15673.64229885019,465.5611553635508,1
32,1,13,0,0,1,17495.013153812157,427.0798711146864,0
23,0,5,0,0,0,11543.96320463136,484.34179317952567,1
71,1,55,0,0,1,19899.992316314037,425.69944201292844,0
66,0,46,0,0,0,12230.724219063373,661.0615367622812,1
47,0,30,3,0,0,17273.275791783602,480.24204213453953,0
73,1,55,3,0,1,16051.951950326264,543.9531336965762,1
55,0,36,2,0,1,11566.935908076837,546.8887874620501,1
68,0,52,0,0,1,23112.305783013046,589.2188646759951,1
79,0,63,1,0,1,23582.816635561743,454.7989281820116,1
74,0,56,2,0,1,10395.82984463323,576.7383980098614,0
19,0,0,3,0,1,18996.473106743717,630.1373229457544,1
32,0,16,1,0,1,14387.307727126268,484.43220646630715,0
28,1,11,2,0,0,11630.843344949128,366.7002263819297,1
25,1,9,3,0,0,16842.54856238648,636.8594803202516,0
43,1,24,2,0,0,19168.955573105814,517.36405915504,1
68,0,48,0,1,0,15805.414535164948,500.4198620329017,1
62,1,42,0,0,0,13182.508894820989,567.6762495997665,1
61,0,43,1,0,0,21647.11696672411,642.9181468077838,0
22,0,3,1,0,0,21826.988991616803,477.80219775567446,1
23,0,7,0,0,1,11585.542889452507,625.5641627422956,1
43,0,27,0,0,0,15454.439734266978,507.2103136483525,1
71,1,51,2,0,1,7105.172902723573,562.3803534960508,1
21,0,1,1,0,0,19176.710186546406,439.30582089686135,0
36,1,19,0,0,1,21637.50064674122,474.6174883109447,1
37,0,17,1,0,0,16947.72216164813,608.4676486085339,1
50,1,33,1,0,0,9823.06016302246,303.5640138771162,0
37,1,21,2,0,0,23076.483358192796,570.0447568989398,0
66,1,49,0,0,0,25152.0814604033,537.9521006043499,1
29,1,12,2,0,1,12840.619767205808,666.1022907512157,1
64,1,46,1,0,0,17227.304620431114,600.6097882231229,1
18,1,0,0,0,1,19083.36807710046,517.685379510118,1
43,0,26,2,0,0,18936.888048551886,372.81602339987484,1
31,1,15,0,0,0,15240.972272445531,441.94184871279106,1
55,0,36,0,0,0,23989.369897605095,477.30798137532935,0
54,1,37,1,0,0,7173.5223329694545,649.2024694957729,1
79,0,59,0,0,1,7237.546400511359,580.0767206622887,0
28,1,10,0,0,1,14921.576251645101,420.49665220441454,0
80,1,64,2,0,1,23717.81403621959,540.2809105970382,1
53,0,35,0,0,0,20798.46602171021,454.1232984170143,1
30,1,11,3,0,0,7533.363220434642,435.4182398858446,1
60,1,43,1,0,0,29217.249072116123,562.8569038593189,0
20,1,3,0,0,0,17771.716483472974,485.5588159274267,0
50,0,30,0,0,1,9238.902480385386,383.5738576492066,1
23,1,6,1,0,1,14539.393669577217,582.6932025730297,1
67,0,51,1,0,1,19835.725958724288,515.2001662796823,1
73,1,54,0,1,0,21262.376854909657,463.3646103765937,0
27,1,9,0,0,1,14670.119140513352,649.2470377564674,1
22,0,3,2,0,0,17610.822441836073,606.4124191470277,1
40,1,23,0,0,1,14376.09078031406,512.1597651758268,1
27,1,9,2,0,1,14670.744864243998,328.8060992630959,1
61,0,41,1,0,1,18623.93989163274,611.0524099745833,1
19,1,0,1,0,1,22203.572988863947,451.6578895441904,1
30,0,12,0,0,0,9312.684651054351,484.2128880461181,1
57,0,39,0,1,0,13836.062774415801,469.7273010595131,1
19,0,1,2,1,1,11990.316189054796,370.4388481009686,1
37,1,21,0,0,1,9959.977330450422,545.2506160592902,1
18,0,0,0,0,0,9704.789584071092,415.73297566899146,1
80,0,62,1,0,1,15124.754908500709,540.0686826841145,0
54,1,35,0,0,1,9637.20014502863,406.3926784364352,1
26,0,8,1,0,1,9467.672581862818,454.56570808165867,1
34,1,14,2,2,0,14103.238031990617,536.5116568563208,0
26,1,6,1,0,0,10102.761914876388,512.3558510759907,1
28,1,8,3,0,1,17542.97156533355,562.1704172231715,1
32,1,15,2,0,1,12604.270929963748,569.7220785020369,0
41,0,23,0,0,0,9027.424805491857,633.2328273841404,1
55,0,38,0,0,0,26628.60199346354,499.92551849434835,0
72,0,53,1,1,0,5000.0,620.6979138009206,1
52,0,35,1,0,0,19281.523247783396,467.75950959844727,1
47,0,28,0,0,0,16730.505724740266,577.7862206398524,1
48,1,29,3,0,0,12576.274346599446,612.3563965828864,1
66,0,47,1,0,0,10461.428624062559,611.9797567145232,1
22,0,5,0,0,0,23642.098331173438,354.11903285076164,1
79,0,61,1,1,1,25619.473572025578,200.0,1
77,1,60,0,0,1,13535.948853092246,555.5081007700641,0
61,1,43,2,0,0,12808.822259819619,500.25155154849585,0
67,0,49,1,0,1,20643.730779723373,528.0416089437082,0
31,1,12,0,0,0,13769.987490461957,509.16700990036736,0
70,0,53,0,0,1,17917.27312776716,466.07607039069427,1
73,0,55,2,0,0,17790.075628166967,557.2583938167511,1
28,1,8,1,0,0,15186.623831935141,533.8942925679654,1
26,1,8,3,0,1,15825.49467785216,489.5196015408628,1
51,0,31,0,0,1,16847.969077523914,502.89378712132833,0
29,0,12,0,1,1,9557.081015135871,561.689527816111,0
52,1,35,0,0,1,11601.339095709354,440.5819762527371,0
52,0,35,1,0,1,16128.80630572168,388.82824741511405,1
18,1,0,0,1,0,12728.60377143439,387.2864503310049,0
57,0,41,0,0,0,28886.763054584095,449.1434207296761,1
39,1,21,1,0,0,15662.89249754039,648.4444319249851,1
77,0,59,1,0,1,6309.0247997572915,513.276941169037,1
46,0,27,0,0,0,5000.0,432.0980070303052,1
25,1,6,1,0,0,19105.30067819642,520.2302782340838,0
28,0,10,2,1,1,15706.315406427399,395.57093669248,1
58,0,38,0,0,0,22203.402645589766,481.4166037960064,1
54,1,35,0,0,1,11780.002785790144,458.95784966171,1
31,0,13,0,0,1,14397.055900310444,367.67208331629035,1
77,0,61,2,0,0,16396.06683462458,609.3230534863519,0
47,0,27,2,1,0,14224.697617499824,462.3373372148185,0
52,1,35,0,0,1,13811.290962823668,496.1565518411968,0
38,1,20,0,0,1,18627.993756931013,569.6814029439014,1
54,1,36,2,1,0,10831.102326737284,535.1784802489353,1
22,0,2,3,0,0,17678.40411768577,507.72025174809835,0
36,0,17,1,0,0,24142.54121507056,476.19551749668904,0
76,0,57,3,0,0,23275.690668998737,572.8191351763105,1
31,0,12,1,0,0,5970.615021261807,499.2781612637357,0
43,1,26,2,0,1,12551.093366913581,514.4184449050515,1
79,0,59,0,0,1,16452.85893046073,611.287933444595,0
21,0,1,1,0,0,21389.47449584068,616.9525128099513,1
42,0,23,0,0,0,16049.489919578018,526.8720790971959,0
62,1,43,2,0,0,21398.8507688577,510.4610935658988,1
59,0,43,3,0,0,11653.098840979852,565.581943610275,1
42,0,26,1,0,0,16648.98436699832,474.83438783959923,1
35,0,17,0,0,1,16774.82628039417,475.09674674864783,1
57,0,39,0,0,1,21566.718176757982,493.7314768264064,1
25,0,5,0,0,0,19542.77901829326,398.1538383865218,1
56,1,36,0,0,0,18450.00719710102,736.2383999763592,1
57,0,40,1,0,0,19246.6491644116,460.03003939890857,0
31,0,14,3,0,1,8951.99579704709,546.7631275282686,1
49,0,33,0,0,1,14142.691299257493,498.3069183260801,1
68,0,50,0,0,1,9975.463068599387,568.7953038422977,0
78,0,62,1,0,0,11734.399995052923,461.5939085518822,1
55,0,39,0,0,0,14131.277347613865,521.6809930524552,0
50,0,32,2,0,1,5000.0,414.97811381665855,0
40,0,23,0,0,1,14311.599050612509,621.4200097362071,0
80,0,62,0,1,0,11085.908682142055,566.1559745881465,1
32,0,13,0,0,1,9719.476753759669,358.36347799568364,1
50,1,31,0,0,1,15479.284401497249,501.41378102513943,0
42,1,23,1,2,1,13056.329891114936,360.9521955859276,1
34,1,14,0,0,0,16707.508698376576,420.05040559486565,0
50,1,33,1,0,0,11755.887619569883,592.0984828890661,1
64,0,47,1,0,1,14122.001256903422,251.39539557871603,1
72,1,52,0,0,1,27293.421871683062,604.5259340637416,0
19,1,3,0,0,0,18115.505954049193,537.8796226156651,0
31,0,12,1,1,0,10769.638933529637,491.98810216375745,1
70,1,51,1,0,1,21197.160933491417,587.78924651693,1
57,1,41,3,0,1,22742.041565052743,770.2802830283961,0
57,0,39,0,0,1,17993.408483268395,367.07710937300436,1
68,0,50,0,0,0,11090.217776231877,669.3513006512067,1
56,0,39,0,0,1,20164.90171377196,596.6407267289195,1
68,1,48,1,0,1,12113.438753134236,429.52135300810806,1
23,1,6,1,0,1,21754.234602003482,552.4788397089378,1
23,0,5,2,0,1,13795.406094063159,388.78750567726615,0
20,0,4,1,0,1,13602.42480453398,450.7388781894271,1
24,1,7,0,0,0,17620.286762230644,289.49626437504173,1
68,0,49,1,0,1,22051.32920484129,365.1423005896375,1
25,1,6,3,0,1,26841.091876959523,538.1698281511135,1
59,0,43,0,0,0,15135.073128841002,547.0222506034784,1
69,0,51,1,0,0,12951.633626401926,545.9151679996693,0
32,1,13,3,0,1,10896.646070222982,563.6179725633681,1
64,0,45,2,0,1,7590.627365891747,511.84523986086606,0
46,0,26,2,0,1,9969.816132112699,567.8355222851657,0
50,0,33,0,0,0,16178.198242923138,607.3097079670467,0
69,1,51,1,0,0,20273.25746256393,524.6404651058947,1
47,0,30,0,0,0,10481.298331763974,456.56242365258134,1
56,0,38,1,0,0,18935.658922268605,485.4617311695966,1
44,0,25,0,0,1,10690.490041376801,416.3751094734408,0
53,0,33,2,0,0,11298.294559418013,585.1394002816997,0
46,0,29,2,0,1,9652.257787654573,339.4548629575713,0
55,0,36,1,0,0,21659.200801120234,484.0641375028188,1
74,1,56,0,0,1,23032.02170738329,556.9135480700589,1
50,1,33,0,0,1,11354.435503899134,397.9921324380019,0
78,0,61,2,0,1,10954.295693453081,360.20000770101854,0
54,1,35,1,0,0,18112.856608210295,272.0361595050248,0
44,1,27,2,0,1,23640.155985186957,471.5672725959666,1
72,0,52,0,0,1,23069.595498854473,385.6490245289662,1
50,1,30,1,0,1,13074.70065008964,587.6750186963463,1
79,1,60,2,0,0,14082.260168225892,344.8437606044213,0
21,1,3,1,1,1,8842.292263098945,552.8674334964311,0
39,1,20,1,0,0,13018.31141438043,369.79605855156353,1
19,1,0,2,0,1,15483.159005821113,348.6896531704797,1
27,1,11,0,0,0,8251.118666196977,379.6502084407708,1
22,1,6,0,0,1,12275.061191150498,607.5333516702234,1
76,1,59,1,0,1,16111.072143167201,379.7173872855669,1
27,0,10,0,0,1,7400.1271736335975,614.1922668450118,1
50,0,34,2,0,1,17345.297571480838,520.2651676288358,1
71,1,51,2,0,0,20101.971746078936,448.16250367971907,1
55,1,38,2,0,1,17850.150468772037,394.7732123329308,0
30,0,11,1,0,1,12516.037652082847,690.4431333148673,1
48,1,29,0,0,1,20859.98363731127,441.1648850728186,0
64,1,44,0,1,0,21937.233616865138,441.5816496774598,1
53,0,36,2,0,0,16588.944826814895,645.1166284883091,0
62,0,43,0,0,0,15745.192112004606,662.8404789863423,0
41,0,24,1,0,1,11901.46475066083,486.00531633587605,1
69,1,52,2,0,0,12966.616210155873,618.4234950134831,1
73,1,54,0,1,0,20360.876315858746,438.74675845375975,1
32,0,16,0,0,0,24246.93342134627,724.6972408476205,1
46,0,27,1,0,1,12925.11342692309,368.8732750355407,1
25,1,5,2,0,0,14143.506643117325,408.59288021418496,1
22,0,4,0,0,1,11763.809016753026,631.273860187044,0
46,1,27,3,0,0,12845.93629725559,471.0731362458294,1
64,1,47,1,0,0,8709.981918000882,637.2163514811054,1
21,0,4,3,1,1,17145.819967244064,453.3807256278791,1
29,0,10,0,0,1,8659.431810244356,565.9263609044708,1
62,1,44,0,0,1,12258.782192763772,430.70080893988927,0
19,0,0,2,0,0,14694.356851247558,492.42566938925904,1
